platform,subject,infreq_mania,infreq_depression,infreq_anxiety,infreq_artistic,infreq_greed,infreq,isd,reliability,mahalanobis,mania_rt,depression_rt,anxiety_rt,artistic_rt,greed_rt,survey_rt,side_var,choice_var,wsls,task_rt
mturk,dqs9bnj9w6begliewhe7ycbo,0,0,1,0,0,1,3.203522864089276,0.9786960991430299,6.643829041050313,5.0225,3.030375,4.374875,8.279714285714286,5.5721428571428575,26.279607142857145,0.08208955223880599,0.03233830845771146,0.0740515317508624,0.11557788944723618
mturk,e27j7r2ly0oyl984w1n0h2qm,0,0,0,0,0,0,2.559295224433132,0.971026251482962,4.4874747500296275,9.149,4.063125,3.517125,2.0594285714285716,3.8724285714285713,22.661107142857144,0.12686567164179108,0.2064676616915423,0.3493122977346282,0.1457286432160804
mturk,e5iqml6t63g9mfk6fylwc197,0,0,0,0,0,0,1.161020943172944,0.9979796356057492,2.761367486535163,3.40175,4.43325,2.231,1.9861428571428572,2.540857142857143,14.593,0.04228855721393032,0.03731343283582089,0.261770054556476,0.12311557788944724
mturk,e6dhkkt1f8gqesyuukd1s1eh,0,0,0,0,0,0,1.41363706698866,0.9946950861458307,4.708921842957831,5.788375,4.3245,1.903875,1.7895714285714284,1.8204285714285715,15.626749999999998,0.3009950248756219,0.05223880597014924,0.23758865248226924,0.0829145728643216
mturk,e9mzms2s82oslgused1r3nfa,0,0,0,0,0,0,4.620309520603862,0.8103758171994021,6.27109896649914,5.239375,4.158625,3.716875,2.6111428571428568,3.384,19.110017857142857,0.03233830845771146,0.04228855721393032,0.5467611336032386,0.0
mturk,eevmr1z0nsh9s96lrde59vwl,0,0,0,0,1,1,2.98066174311551,0.9665054219756726,3.802067134283034,8.5785,5.94475,1.91975,3.0682857142857145,2.9699999999999998,22.481285714285715,0.007462686567164201,0.10696517412935325,0.4995761813943636,0.0
mturk,ekfpn5l2bq0acuu4f2zsvhet,0,0,0,0,0,0,3.607834927668602,0.9512953462990118,4.738720967386542,5.90325,5.939,1.603625,2.9285714285714284,1.9221428571428572,18.296589285714283,0.09701492537313433,0.01243781094527363,0.3817160367722166,0.052763819095477386
mturk,ekjg1id0x7wh1yvwe416n01q,0,0,0,0,0,0,3.1484208424947413,0.8983134129280432,4.733079754359476,4.659375,3.608375,1.513,2.4035714285714285,1.9234285714285715,14.10775,0.09701492537313433,0.0024875621890547706,0.16036772216547518,0.0
mturk,eu49k2titg3ouvminvav85yw,0,0,0,0,0,0,2.2261822407286402,0.9803136098865355,3.9921215911104064,2.09675,1.256625,1.362875,1.7322857142857142,6.170857142857143,12.619392857142858,0.03233830845771146,0.04726368159203975,0.3799184505606524,0.04773869346733668
mturk,ey5cecw68am9sy0qrkkek7x2,0,0,0,0,0,0,3.861497284325168,0.8829350788384694,5.478771115298873,5.590375,4.75375,2.025625,2.464,2.8355714285714284,17.66932142857143,0.027363184079602032,0.04726368159203981,0.3656928383039156,0.0
mturk,fgser2b9vvxod0kw5ncpilot,0,0,0,0,0,0,3.06371397261843,0.9739046291468265,5.790124599805265,7.003,6.6035,2.9015,2.5794285714285716,2.931285714285714,22.018714285714285,0.002487562189054715,0.01741293532338306,0.4543783783783785,0.0
mturk,fi1u5q9mpyqdjo4pc8ve5mvf,0,0,0,0,0,0,3.035273439254069,0.9366943773293345,5.701827815271297,6.488,2.956375,1.732875,2.3111428571428574,2.5588571428571427,16.047250000000002,0.46019900497512434,0.022388059701492546,0.21774027577690883,0.020100502512562814
mturk,fq2mzf40dbqifxmxr4k6rk47,0,0,0,0,0,0,3.3275948048005364,0.9736469819826282,6.002371624316881,6.3095,2.602125,1.370375,6.843285714285714,1.3714285714285714,18.496714285714283,0.04228855721393032,0.0024875621890547706,0.4494643218111988,0.1507537688442211
