subject,Intercept,prev_outcome,prev_trans,prev_outcome:prev_trans
0045gif7edk9f2xf02awgem7,0.766712331038954,1.0505728903543234,0.7224944458615793,0.47928534827598857
06ntcl2kvfi7bvkwh6jkfbim,0.09037050147612868,-0.19732513096779267,0.5602306246571612,0.364328981474222
0alf8i2e9cadaz5lo47eetnz,1.3205409046108187,0.7986786071748276,-0.14920649011754364,-0.20537294896530164
0hmxkgz0256twawpa08920xp,0.40489757097452966,0.11664796138911385,-0.0696339966209375,0.18421370494599273
0iqpc0511ptbmyjtk64u2bkm,1.4316876397951728,0.5561712407400059,0.8991159918668364,2.616317842645768
0l0i5msatotpryxe9dcs8r5l,0.8778385173958688,1.781652521194998,0.14623912235763728,0.3444292175217955
0lt45tglu4s9134zggqigit7,2.539360607787942,-0.046324429698115024,-0.8835719542318174,2.426436451565261
0mi6uxcj88pskln4f8p4dkqm,0.3787376098453097,0.38278177024920873,-0.22335403332110645,-0.4668087383492169
0mto4pny0cqh8yhugrfq2f22,1.911811506050929,-0.0004312203803301966,0.3385441464590012,3.7255744256597376
0nmy4z1w8nhd6repxq9g8o8x,-0.2540288980082516,0.018035299880275826,0.3493924358347184,-0.056969431509233406
0p1csq1dz8ykxa27pjpyp3pa,1.9382480483873294,1.1853954539862221,0.25788583850727903,0.5332772592337479
0wfrmfgryj5nf97gih0ydlbh,1.662075443535152,1.249528631826417,-0.025753200204300625,0.19369824377606373
16qney8vyc6336wz3rvfost2,0.04263777529875981,-0.39276025034548023,0.08527555059751961,-0.785520500690961
1dfxing7uzcljv31e32gw7bx,2.5902344289275607,-0.17233669397698653,0.8497355175687884,4.856803542672276
1hg66hcevxi5a0g3dg3u9ktf,1.069457058549058,1.2886005728814123,-0.7049376251631554,0.4812640340641168
1jcd8vwkfvisxjhdq01w91u6,0.5653567551251346,0.17310462904538287,0.015151663268386205,0.03337788517454527
1ls815kvytlzmq5eu9oedcf9,-0.06521524644655544,0.125657214140453,0.46212945076166606,-0.5334716248007167
1o2ubz0hvr6m3vp7lovn2lsj,0.928284107939874,0.7171339326913827,0.5066414989307324,0.35627486391739177
1wjfmekjlpimwasxu0rgzo9g,1.7673061417224443,1.3016696235065899,1.3092168291419723,3.276283720255606
1xag83k9pmul55titc0yn6b5,-0.155465667199164,-0.4502205752756749,0.20727439666528527,0.6071024542014106
1yxwg14w52aubqggx5gdgwep,2.617834301528235,1.1444539338432962,-0.1465302474722713,-0.5514839579045535
23roarl5lmi0mvinzpuf1set,1.7029190718972174,1.7497629205520029,1.1173519751798902,3.181396451844631
26umv502g01h2zn7nv9vodj3,0.47964207902293765,-0.5992814240144684,0.18917593634980182,1.2342278006200498
2afu43wgwak7ijursn68u4fd,0.0011286700886315422,-0.3699821203025807,-0.2854247322745176,-0.16460009570159906
2d4fbu9ox76w3ifwsfdb0c2a,1.4357919458290989,0.9824960784695808,-0.5246629848441005,0.11954891253027221
2f30zpz2mz0coozy0isyiz5k,1.4203111704077087,0.15894870904573863,0.024358555072973916,-0.06588459752873227
2j8m8w6b2mj1mw6vz6mhtjv3,0.4630143100622416,0.49858460529754417,0.7541783631978244,0.6534686967417698
2vyd0ohyce67zdz760klr57i,0.9297892909118515,0.3959925464021662,-0.287002262693761,0.5452270504833234
31n1hq2mauxgnxl0izmsnpmv,2.149992654468451,0.3249875043473674,0.7810048916183637,-0.37167623883724604
341ny9ov0p4kuggcmxp557cr,0.048792424817950875,0.15946025335398956,0.0975848496359019,-0.5736536985488607
36b1389gkdwjz4a89l6pez8r,1.832099078656742,0.2798078939677113,0.9073577920418433,3.834833366737013
3a6dyg66j65n70qr1pl9pjd5,0.6426108294413364,0.30174339769936925,0.6721171859962637,0.6789674513644334
3cc0axr3z0cygaht0v3yo50s,1.778797829326459,0.49760899523191304,-0.2020528663492257,-0.419853845560264
3yo7g2nyb1apz1cidqqezdz3,0.2069139032080736,-0.09439703564978602,-0.24854771547704452,-0.014771317320312642
41ru6wihpstz8ayui2dvfl3n,1.5902738005517325,0.41323593596452757,0.20793774497032863,2.77757626375082
48merez0zsw5pv6n5hyuipoi,0.5025511249401776,-0.29133578211767397,-0.09351003878775449,1.614553013100871
4ba3uiyk5if6c05wgzs1ouk0,-0.10697014337605998,0.15678187291217122,0.24868323519599295,-1.1123358698879073
4damne6idlvok1helaxjwf9i,0.4483277649798684,0.3842783155023276,0.05447277023930374,1.4034650925755567
4mjnvu0ajydrlp4uvxpkmvjq,1.3133554230829236,-0.31033243103946556,-0.03877974051756829,3.8177421060310603
4udxqmvw1zv6yoqtr3a2l10a,2.404303106594752,0.5369127548428265,0.5284738861969627,1.0738255096856535
53ozqolox83l00y3ie9d8lcj,2.083279005089737,0.16124707032777053,0.32830115499093643,2.8018759145115713
53teasevio3ayklsi6z5hy3t,0.2735784619769739,-0.12618762930981808,0.10086982132552813,0.8983530311874878
541udcdxb1s3ttpkgrz54sh4,1.0751900104102858,0.9029221045548969,0.3627442687763786,1.8058442091097946
5b6xqwr3z4t2z1y3sm1u60km,-0.0742473731125587,-0.1699589848934175,0.3370130695565831,0.927529550391455
5jukimd941zqcryswb1skzpx,-0.16289954441176835,-0.030875855115196124,0.3493295862337309,0.014690715410003264
647ruylfxseijknnr8bbm5f2,0.6552517605657978,-0.46386420538458994,-0.744077983228845,1.1956870526961378
6f5rr3zly2ul5t110l5b7xk6,0.005559035361720408,-0.1712034860705136,0.1965212940548037,0.7576857016975167
6myrp1y7m42waecwz2iz8d9z,-0.1874110757056306,0.2070993940384591,-0.40380968828451375,-0.420400343433415
6wrgg0eq7yluo0pm8rgljl2t,1.1914509257120838,0.7798845067929899,-0.25900854717349714,0.24895530843178215
6x6ewrf60bie2thzzq2gmfmu,0.053797662909539495,0.33918793161981625,-0.1532885534779779,-0.10154597990476533
78p39d3i2kp72ux5yyxn1bte,1.0898274020974124,0.6084381045809221,0.2613326116583405,2.5773637606099187
7azgmo2rh8l9h3appuq8k0o9,16.980200915099356,30.428176186130152,-28.94910009155929,-57.795613594343486
7b2sclga9stlmjzmklna3ozk,1.050995408661797,1.4178123067464086,0.13838109116887926,2.1521260260487036
7jt8n4iselziw5v041bfl58t,0.8432144569910034,0.7832102636752049,0.27968394239082556,0.9391054096403261
8ehs3ohffbjv8gjqgptt9d1t,1.0269392218274707,0.1974133549515543,0.6600368768996677,0.19365223609277216
8h48j37z89ct17rp42osqxge,0.17998634342866734,-0.21539145804622736,0.0077520932679826385,1.1662324763430891
8map1iet5ddnonpumqe7o9av,1.2787488273551244,2.204676280087507,-0.0815596749050087,1.0495302219920433
8npip6bkhytavwzz40v9xr3n,1.6675132847088443,0.22151126020731446,-0.43773436867694976,0.06453852113756943
8r3zvypk0bnvql2q8ow7kcb0,0.017631227225951264,0.29827292249600046,-0.3428972029659939,-0.38840712520358844
932nd2fkjzq8o1uvi0s0r6vw,1.1337534181365738,0.3659325010378859,1.6587008041469529,4.0719900705768435
9kppcbxt5yd74k68o9ojna5l,0.14112035176368437,0.2683515913667013,0.02791422477647098,0.600453599794301
9lj76u5t16q8p5em57ghbd3m,-0.027471864663400816,-0.38442293045704395,-0.12427842272786556,0.6104432391033984
9pvy5dx33eiw5s376mkqah3w,0.7083819647299092,0.13204936115784754,0.19477261963120301,0.4066247623586768
9sofaz55jn70p37kkyrwfs7h,2.8499951764885236,0.7583479303677441,0.41172332228251396,2.501648830931072
9triih2u2jyp9z4it4nztit8,0.35677908891003657,0.3568832338813403,-0.15394238988465014,0.40546510810816433
9u9iluu4er47b16ydcetlrri,0.2635893199160172,0.2911316836819169,-0.3601245551688683,0.23435675311695797
9xmesfr8fle9kunau40wmoev,1.800416975296138,0.38195812572407717,-0.3231176257011418,2.5075941900547924
a0v3jzo92of3zjvwoeo6vmpg,1.2882378790691278,-0.22510050097477718,0.17858048533988516,0.2991858969332667
a67jyfn6po846n718npgj607,2.2556871756254298,0.5983518454896295,0.3369870813552202,-0.5574363464624887
